state,country,lat,long,date,confirmed,deaths,recovered
Aruba,netherlands,12.5186,-70.0358,2020-01-22,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-01-22,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-01-22,0,0,0.0
,netherlands,52.1326,5.2913,2020-01-22,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-01-23,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-01-23,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-01-23,0,0,0.0
,netherlands,52.1326,5.2913,2020-01-23,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-01-24,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-01-24,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-01-24,0,0,0.0
,netherlands,52.1326,5.2913,2020-01-24,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-01-25,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-01-25,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-01-25,0,0,0.0
,netherlands,52.1326,5.2913,2020-01-25,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-01-26,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-01-26,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-01-26,0,0,0.0
,netherlands,52.1326,5.2913,2020-01-26,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-01-27,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-01-27,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-01-27,0,0,0.0
,netherlands,52.1326,5.2913,2020-01-27,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-01-28,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-01-28,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-01-28,0,0,0.0
,netherlands,52.1326,5.2913,2020-01-28,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-01-29,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-01-29,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-01-29,0,0,0.0
,netherlands,52.1326,5.2913,2020-01-29,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-01-30,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-01-30,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-01-30,0,0,0.0
,netherlands,52.1326,5.2913,2020-01-30,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-01-31,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-01-31,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-01-31,0,0,0.0
,netherlands,52.1326,5.2913,2020-01-31,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-02-01,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-02-01,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-02-01,0,0,0.0
,netherlands,52.1326,5.2913,2020-02-01,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-02-02,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-02-02,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-02-02,0,0,0.0
,netherlands,52.1326,5.2913,2020-02-02,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-02-03,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-02-03,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-02-03,0,0,0.0
,netherlands,52.1326,5.2913,2020-02-03,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-02-04,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-02-04,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-02-04,0,0,0.0
,netherlands,52.1326,5.2913,2020-02-04,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-02-05,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-02-05,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-02-05,0,0,0.0
,netherlands,52.1326,5.2913,2020-02-05,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-02-06,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-02-06,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-02-06,0,0,0.0
,netherlands,52.1326,5.2913,2020-02-06,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-02-07,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-02-07,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-02-07,0,0,0.0
,netherlands,52.1326,5.2913,2020-02-07,0,0,0.0
Aruba,netherlands,12.5186,-70.0358,2020-02-08,0,0,0.0
Curacao,netherlands,12.1696,-68.99,2020-02-08,0,0,0.0
Sint Maarten,netherlands,18.0425,-63.0548,2020-02-08,0,0,0.0
