state,country,lat,long,date,deaths,deaths_new
,albania,41.1533,20.1683,2020-02-10,0,0
,albania,41.1533,20.1683,2020-02-11,0,0
,albania,41.1533,20.1683,2020-02-12,0,0
,albania,41.1533,20.1683,2020-02-13,0,0
,albania,41.1533,20.1683,2020-02-14,0,0
,albania,41.1533,20.1683,2020-02-15,0,0
,albania,41.1533,20.1683,2020-02-16,0,0
,albania,41.1533,20.1683,2020-02-17,0,0
,albania,41.1533,20.1683,2020-02-18,0,0
,albania,41.1533,20.1683,2020-02-19,0,0
,albania,41.1533,20.1683,2020-02-20,0,0
,albania,41.1533,20.1683,2020-02-21,0,0
,albania,41.1533,20.1683,2020-02-22,0,0
,albania,41.1533,20.1683,2020-02-23,0,0
,albania,41.1533,20.1683,2020-02-24,0,0
,albania,41.1533,20.1683,2020-02-25,0,0
,albania,41.1533,20.1683,2020-02-26,0,0
,albania,41.1533,20.1683,2020-02-27,0,0
,albania,41.1533,20.1683,2020-02-28,0,0
,albania,41.1533,20.1683,2020-02-29,0,0
,albania,41.1533,20.1683,2020-03-01,0,0
,albania,41.1533,20.1683,2020-03-02,0,0
,albania,41.1533,20.1683,2020-03-03,0,0
,albania,41.1533,20.1683,2020-03-04,0,0
,albania,41.1533,20.1683,2020-03-05,0,0
,albania,41.1533,20.1683,2020-03-06,0,0
,albania,41.1533,20.1683,2020-03-07,0,0
,albania,41.1533,20.1683,2020-03-08,0,0
,albania,41.1533,20.1683,2020-03-09,0,0
,albania,41.1533,20.1683,2020-03-10,0,0
,albania,41.1533,20.1683,2020-03-11,1,1
,albania,41.1533,20.1683,2020-03-12,1,0
,albania,41.1533,20.1683,2020-03-13,1,0
,albania,41.1533,20.1683,2020-03-14,1,0
,albania,41.1533,20.1683,2020-03-15,1,0
,albania,41.1533,20.1683,2020-03-16,1,0
,albania,41.1533,20.1683,2020-03-17,1,0
,albania,41.1533,20.1683,2020-03-18,2,1
,albania,41.1533,20.1683,2020-03-19,2,0
,albania,41.1533,20.1683,2020-03-20,2,0
,albania,41.1533,20.1683,2020-03-21,2,0
,albania,41.1533,20.1683,2020-03-22,2,0
,albania,41.1533,20.1683,2020-03-23,4,2
,albania,41.1533,20.1683,2020-03-24,5,1
,albania,41.1533,20.1683,2020-03-25,5,0
,albania,41.1533,20.1683,2020-03-26,6,1
,albania,41.1533,20.1683,2020-03-27,8,2
,albania,41.1533,20.1683,2020-03-28,10,2
,albania,41.1533,20.1683,2020-03-29,10,0
,albania,41.1533,20.1683,2020-03-30,11,1
,albania,41.1533,20.1683,2020-03-31,15,4
,albania,41.1533,20.1683,2020-04-01,15,0
,albania,41.1533,20.1683,2020-04-02,16,1
,albania,41.1533,20.1683,2020-04-03,17,1
,albania,41.1533,20.1683,2020-04-04,20,3
,albania,41.1533,20.1683,2020-04-05,20,0
,albania,41.1533,20.1683,2020-04-06,21,1
,albania,41.1533,20.1683,2020-04-07,22,1
,albania,41.1533,20.1683,2020-04-08,22,0
,albania,41.1533,20.1683,2020-04-09,23,1
,albania,41.1533,20.1683,2020-04-10,23,0
,albania,41.1533,20.1683,2020-04-11,23,0
,albania,41.1533,20.1683,2020-04-12,23,0
,albania,41.1533,20.1683,2020-04-13,23,0
,albania,41.1533,20.1683,2020-04-14,24,1
,albania,41.1533,20.1683,2020-04-15,25,1
,albania,41.1533,20.1683,2020-04-16,26,1
,albania,41.1533,20.1683,2020-04-17,26,0
,albania,41.1533,20.1683,2020-04-18,26,0
,albania,41.1533,20.1683,2020-04-19,26,0
,albania,41.1533,20.1683,2020-04-20,26,0
,albania,41.1533,20.1683,2020-04-21,26,0
,albania,41.1533,20.1683,2020-04-22,27,1
,albania,41.1533,20.1683,2020-04-23,27,0
,albania,41.1533,20.1683,2020-04-24,27,0
,albania,41.1533,20.1683,2020-04-25,27,0
,albania,41.1533,20.1683,2020-04-26,28,1
,albania,41.1533,20.1683,2020-04-27,28,0
,albania,41.1533,20.1683,2020-04-28,30,2
,albania,41.1533,20.1683,2020-04-29,30,0
,albania,41.1533,20.1683,2020-04-30,31,1
,albania,41.1533,20.1683,2020-05-01,31,0
,albania,41.1533,20.1683,2020-05-02,31,0
,albania,41.1533,20.1683,2020-05-03,31,0
,albania,41.1533,20.1683,2020-05-04,31,0
,algeria,28.0339,1.6596,2020-01-22,0,0
,algeria,28.0339,1.6596,2020-01-23,0,0
,algeria,28.0339,1.6596,2020-01-24,0,0
,algeria,28.0339,1.6596,2020-01-25,0,0
,algeria,28.0339,1.6596,2020-01-26,0,0
,algeria,28.0339,1.6596,2020-01-27,0,0
,algeria,28.0339,1.6596,2020-01-28,0,0
,algeria,28.0339,1.6596,2020-01-29,0,0
,algeria,28.0339,1.6596,2020-01-30,0,0
,algeria,28.0339,1.6596,2020-01-31,0,0
,algeria,28.0339,1.6596,2020-02-01,0,0
,algeria,28.0339,1.6596,2020-02-02,0,0
,algeria,28.0339,1.6596,2020-02-03,0,0
,algeria,28.0339,1.6596,2020-02-04,0,0
,algeria,28.0339,1.6596,2020-02-05,0,0
,algeria,28.0339,1.6596,2020-02-06,0,0
,algeria,28.0339,1.6596,2020-02-07,0,0
,algeria,28.0339,1.6596,2020-02-08,0,0
,algeria,28.0339,1.6596,2020-02-09,0,0
,algeria,28.0339,1.6596,2020-02-10,0,0
,algeria,28.0339,1.6596,2020-02-11,0,0
,algeria,28.0339,1.6596,2020-02-12,0,0
,algeria,28.0339,1.6596,2020-02-13,0,0
,algeria,28.0339,1.6596,2020-02-14,0,0
,algeria,28.0339,1.6596,2020-02-15,0,0
,algeria,28.0339,1.6596,2020-02-16,0,0
,algeria,28.0339,1.6596,2020-02-17,0,0
,algeria,28.0339,1.6596,2020-02-18,0,0
,algeria,28.0339,1.6596,2020-02-19,0,0
,algeria,28.0339,1.6596,2020-02-20,0,0
,algeria,28.0339,1.6596,2020-02-21,0,0
,algeria,28.0339,1.6596,2020-02-22,0,0
,algeria,28.0339,1.6596,2020-02-23,0,0
,algeria,28.0339,1.6596,2020-02-24,0,0
,algeria,28.0339,1.6596,2020-02-25,0,0
,algeria,28.0339,1.6596,2020-02-26,0,0
,algeria,28.0339,1.6596,2020-02-27,0,0
,algeria,28.0339,1.6596,2020-02-28,0,0
,algeria,28.0339,1.6596,2020-02-29,0,0
,algeria,28.0339,1.6596,2020-03-01,0,0
,algeria,28.0339,1.6596,2020-03-02,0,0
,algeria,28.0339,1.6596,2020-03-03,0,0
,algeria,28.0339,1.6596,2020-03-04,0,0
,algeria,28.0339,1.6596,2020-03-05,0,0
,algeria,28.0339,1.6596,2020-03-06,0,0
,algeria,28.0339,1.6596,2020-03-07,0,0
,algeria,28.0339,1.6596,2020-03-08,0,0
,algeria,28.0339,1.6596,2020-03-09,0,0
,algeria,28.0339,1.6596,2020-03-10,0,0
,algeria,28.0339,1.6596,2020-03-11,0,0
,algeria,28.0339,1.6596,2020-03-12,1,1
,algeria,28.0339,1.6596,2020-03-13,2,1
,algeria,28.0339,1.6596,2020-03-14,3,1
,algeria,28.0339,1.6596,2020-03-15,4,1
,algeria,28.0339,1.6596,2020-03-16,4,0
,algeria,28.0339,1.6596,2020-03-17,4,0
,algeria,28.0339,1.6596,2020-03-18,7,3
,algeria,28.0339,1.6596,2020-03-19,9,2
,algeria,28.0339,1.6596,2020-03-20,11,2
,algeria,28.0339,1.6596,2020-03-21,15,4
,algeria,28.0339,1.6596,2020-03-22,17,2
,algeria,28.0339,1.6596,2020-03-23,17,0
,algeria,28.0339,1.6596,2020-03-24,19,2
,algeria,28.0339,1.6596,2020-03-25,21,2
,algeria,28.0339,1.6596,2020-03-26,25,4
,algeria,28.0339,1.6596,2020-03-27,26,1
,algeria,28.0339,1.6596,2020-03-28,29,3
,algeria,28.0339,1.6596,2020-03-29,31,2
,algeria,28.0339,1.6596,2020-03-30,35,4
,algeria,28.0339,1.6596,2020-03-31,44,9
,algeria,28.0339,1.6596,2020-04-01,58,14
,algeria,28.0339,1.6596,2020-04-02,86,28
,algeria,28.0339,1.6596,2020-04-03,105,19
,algeria,28.0339,1.6596,2020-04-04,130,25
,algeria,28.0339,1.6596,2020-04-05,152,22
,algeria,28.0339,1.6596,2020-04-06,173,21
,algeria,28.0339,1.6596,2020-04-07,193,20
,algeria,28.0339,1.6596,2020-04-08,205,12
,algeria,28.0339,1.6596,2020-04-09,235,30
,algeria,28.0339,1.6596,2020-04-10,256,21
,algeria,28.0339,1.6596,2020-04-11,275,19
,algeria,28.0339,1.6596,2020-04-12,293,18
,algeria,28.0339,1.6596,2020-04-13,313,20
,algeria,28.0339,1.6596,2020-04-14,326,13
,algeria,28.0339,1.6596,2020-04-15,336,10
,algeria,28.0339,1.6596,2020-04-16,348,12
,algeria,28.0339,1.6596,2020-04-17,364,16
,algeria,28.0339,1.6596,2020-04-18,367,3
,algeria,28.0339,1.6596,2020-04-19,375,8
,algeria,28.0339,1.6596,2020-04-20,384,9
,algeria,28.0339,1.6596,2020-04-21,392,8
,algeria,28.0339,1.6596,2020-04-22,402,10
,algeria,28.0339,1.6596,2020-04-23,407,5
,algeria,28.0339,1.6596,2020-04-24,415,8
,algeria,28.0339,1.6596,2020-04-25,419,4
,algeria,28.0339,1.6596,2020-04-26,425,6
,algeria,28.0339,1.6596,2020-04-27,432,7
,algeria,28.0339,1.6596,2020-04-28,437,5
,algeria,28.0339,1.6596,2020-04-29,444,7
,algeria,28.0339,1.6596,2020-04-30,450,6
,algeria,28.0339,1.6596,2020-05-01,453,3
,algeria,28.0339,1.6596,2020-05-02,459,6
,algeria,28.0339,1.6596,2020-05-03,463,4
,algeria,28.0339,1.6596,2020-05-04,465,2
,andorra,42.5063,1.5218,2020-01-22,0,0
,andorra,42.5063,1.5218,2020-01-23,0,0
,andorra,42.5063,1.5218,2020-01-24,0,0
,andorra,42.5063,1.5218,2020-01-25,0,0
,andorra,42.5063,1.5218,2020-01-26,0,0
,andorra,42.5063,1.5218,2020-01-27,0,0
,andorra,42.5063,1.5218,2020-01-28,0,0
,andorra,42.5063,1.5218,2020-01-29,0,0
,andorra,42.5063,1.5218,2020-01-30,0,0
,andorra,42.5063,1.5218,2020-01-31,0,0
,andorra,42.5063,1.5218,2020-02-01,0,0
,andorra,42.5063,1.5218,2020-02-02,0,0
,andorra,42.5063,1.5218,2020-02-03,0,0
,andorra,42.5063,1.5218,2020-02-04,0,0
,andorra,42.5063,1.5218,2020-02-05,0,0
,andorra,42.5063,1.5218,2020-02-06,0,0
,andorra,42.5063,1.5218,2020-02-07,0,0
,andorra,42.5063,1.5218,2020-02-08,0,0
,andorra,42.5063,1.5218,2020-02-09,0,0
,andorra,42.5063,1.5218,2020-02-10,0,0
,andorra,42.5063,1.5218,2020-02-11,0,0
,andorra,42.5063,1.5218,2020-02-12,0,0
,andorra,42.5063,1.5218,2020-02-13,0,0
,andorra,42.5063,1.5218,2020-02-14,0,0
,andorra,42.5063,1.5218,2020-02-15,0,0
,andorra,42.5063,1.5218,2020-02-16,0,0
,andorra,42.5063,1.5218,2020-02-17,0,0
,andorra,42.5063,1.5218,2020-02-18,0,0
,andorra,42.5063,1.5218,2020-02-19,0,0
,andorra,42.5063,1.5218,2020-02-20,0,0
,andorra,42.5063,1.5218,2020-02-21,0,0
,andorra,42.5063,1.5218,2020-02-22,0,0
,andorra,42.5063,1.5218,2020-02-23,0,0
,andorra,42.5063,1.5218,2020-02-24,0,0
,andorra,42.5063,1.5218,2020-02-25,0,0
,andorra,42.5063,1.5218,2020-02-26,0,0
,andorra,42.5063,1.5218,2020-02-27,0,0
,andorra,42.5063,1.5218,2020-02-28,0,0
,andorra,42.5063,1.5218,2020-02-29,0,0
,andorra,42.5063,1.5218,2020-03-01,0,0
,andorra,42.5063,1.5218,2020-03-02,0,0
,andorra,42.5063,1.5218,2020-03-03,0,0
,andorra,42.5063,1.5218,2020-03-04,0,0
,andorra,42.5063,1.5218,2020-03-05,0,0
,andorra,42.5063,1.5218,2020-03-06,0,0
,andorra,42.5063,1.5218,2020-03-07,0,0
,andorra,42.5063,1.5218,2020-03-08,0,0
,andorra,42.5063,1.5218,2020-03-09,0,0
,andorra,42.5063,1.5218,2020-03-10,0,0
,andorra,42.5063,1.5218,2020-03-11,0,0
,andorra,42.5063,1.5218,2020-03-12,0,0
,andorra,42.5063,1.5218,2020-03-13,0,0
,andorra,42.5063,1.5218,2020-03-14,0,0
,andorra,42.5063,1.5218,2020-03-15,0,0
,andorra,42.5063,1.5218,2020-03-16,0,0
,andorra,42.5063,1.5218,2020-03-17,0,0
,andorra,42.5063,1.5218,2020-03-18,0,0
,andorra,42.5063,1.5218,2020-03-19,0,0
,andorra,42.5063,1.5218,2020-03-20,0,0
,andorra,42.5063,1.5218,2020-03-21,0,0
,andorra,42.5063,1.5218,2020-03-22,1,1
,andorra,42.5063,1.5218,2020-03-23,1,0
,andorra,42.5063,1.5218,2020-03-24,1,0
,andorra,42.5063,1.5218,2020-03-25,1,0
,andorra,42.5063,1.5218,2020-03-26,3,2
,andorra,42.5063,1.5218,2020-03-27,3,0
,andorra,42.5063,1.5218,2020-03-28,3,0
,andorra,42.5063,1.5218,2020-03-29,6,3
,andorra,42.5063,1.5218,2020-03-30,8,2
,andorra,42.5063,1.5218,2020-03-31,12,4
,andorra,42.5063,1.5218,2020-04-01,14,2
,andorra,42.5063,1.5218,2020-04-02,15,1
,andorra,42.5063,1.5218,2020-04-03,16,1
,andorra,42.5063,1.5218,2020-04-04,17,1
,andorra,42.5063,1.5218,2020-04-05,18,1
,andorra,42.5063,1.5218,2020-04-06,21,3
,andorra,42.5063,1.5218,2020-04-07,22,1
,andorra,42.5063,1.5218,2020-04-08,23,1
,andorra,42.5063,1.5218,2020-04-09,25,2
,andorra,42.5063,1.5218,2020-04-10,26,1
,andorra,42.5063,1.5218,2020-04-11,26,0
,andorra,42.5063,1.5218,2020-04-12,29,3
,andorra,42.5063,1.5218,2020-04-13,29,0
,andorra,42.5063,1.5218,2020-04-14,31,2
,andorra,42.5063,1.5218,2020-04-15,33,2
,andorra,42.5063,1.5218,2020-04-16,33,0
,andorra,42.5063,1.5218,2020-04-17,35,2
,andorra,42.5063,1.5218,2020-04-18,35,0
,andorra,42.5063,1.5218,2020-04-19,36,1
,andorra,42.5063,1.5218,2020-04-20,37,1
,andorra,42.5063,1.5218,2020-04-21,37,0
,andorra,42.5063,1.5218,2020-04-22,37,0
,andorra,42.5063,1.5218,2020-04-23,37,0
,andorra,42.5063,1.5218,2020-04-24,40,3
,andorra,42.5063,1.5218,2020-04-25,40,0
,andorra,42.5063,1.5218,2020-04-26,40,0
,andorra,42.5063,1.5218,2020-04-27,40,0
,andorra,42.5063,1.5218,2020-04-28,41,1
,andorra,42.5063,1.5218,2020-04-29,42,1
,andorra,42.5063,1.5218,2020-04-30,42,0
,andorra,42.5063,1.5218,2020-05-01,43,1
,andorra,42.5063,1.5218,2020-05-02,44,1
,andorra,42.5063,1.5218,2020-05-03,45,1
,andorra,42.5063,1.5218,2020-05-04,45,0
,angola,-11.2027,17.8739,2020-01-22,0,0
,angola,-11.2027,17.8739,2020-01-23,0,0
,angola,-11.2027,17.8739,2020-01-24,0,0
,angola,-11.2027,17.8739,2020-01-25,0,0
,angola,-11.2027,17.8739,2020-01-26,0,0
,angola,-11.2027,17.8739,2020-01-27,0,0
,angola,-11.2027,17.8739,2020-01-28,0,0
,angola,-11.2027,17.8739,2020-01-29,0,0
,angola,-11.2027,17.8739,2020-01-30,0,0
,angola,-11.2027,17.8739,2020-01-31,0,0
,angola,-11.2027,17.8739,2020-02-01,0,0
,angola,-11.2027,17.8739,2020-02-02,0,0
,angola,-11.2027,17.8739,2020-02-03,0,0
,angola,-11.2027,17.8739,2020-02-04,0,0
,angola,-11.2027,17.8739,2020-02-05,0,0
,angola,-11.2027,17.8739,2020-02-06,0,0
,angola,-11.2027,17.8739,2020-02-07,0,0
,angola,-11.2027,17.8739,2020-02-08,0,0
,angola,-11.2027,17.8739,2020-02-09,0,0
,angola,-11.2027,17.8739,2020-02-10,0,0
,angola,-11.2027,17.8739,2020-02-11,0,0
,angola,-11.2027,17.8739,2020-02-12,0,0
,angola,-11.2027,17.8739,2020-02-13,0,0
,angola,-11.2027,17.8739,2020-02-14,0,0
,angola,-11.2027,17.8739,2020-02-15,0,0
,angola,-11.2027,17.8739,2020-02-16,0,0
,angola,-11.2027,17.8739,2020-02-17,0,0
,angola,-11.2027,17.8739,2020-02-18,0,0
,angola,-11.2027,17.8739,2020-02-19,0,0
,angola,-11.2027,17.8739,2020-02-20,0,0
,angola,-11.2027,17.8739,2020-02-21,0,0
,angola,-11.2027,17.8739,2020-02-22,0,0
,angola,-11.2027,17.8739,2020-02-23,0,0
,angola,-11.2027,17.8739,2020-02-24,0,0
,angola,-11.2027,17.8739,2020-02-25,0,0
,angola,-11.2027,17.8739,2020-02-26,0,0
,angola,-11.2027,17.8739,2020-02-27,0,0
,angola,-11.2027,17.8739,2020-02-28,0,0
,angola,-11.2027,17.8739,2020-02-29,0,0
,angola,-11.2027,17.8739,2020-03-01,0,0
,angola,-11.2027,17.8739,2020-03-02,0,0
,angola,-11.2027,17.8739,2020-03-03,0,0
,angola,-11.2027,17.8739,2020-03-04,0,0
,angola,-11.2027,17.8739,2020-03-05,0,0
,angola,-11.2027,17.8739,2020-03-06,0,0
,angola,-11.2027,17.8739,2020-03-07,0,0
,angola,-11.2027,17.8739,2020-03-08,0,0
,angola,-11.2027,17.8739,2020-03-09,0,0
,angola,-11.2027,17.8739,2020-03-10,0,0
,angola,-11.2027,17.8739,2020-03-11,0,0
,angola,-11.2027,17.8739,2020-03-12,0,0
,angola,-11.2027,17.8739,2020-03-13,0,0
,angola,-11.2027,17.8739,2020-03-14,0,0
,angola,-11.2027,17.8739,2020-03-15,0,0
,angola,-11.2027,17.8739,2020-03-16,0,0
,angola,-11.2027,17.8739,2020-03-17,0,0
,angola,-11.2027,17.8739,2020-03-18,0,0
,angola,-11.2027,17.8739,2020-03-19,0,0
,angola,-11.2027,17.8739,2020-03-20,0,0
,angola,-11.2027,17.8739,2020-03-21,0,0
,angola,-11.2027,17.8739,2020-03-22,0,0
,angola,-11.2027,17.8739,2020-03-23,0,0
,angola,-11.2027,17.8739,2020-03-24,0,0
,angola,-11.2027,17.8739,2020-03-25,0,0
,angola,-11.2027,17.8739,2020-03-26,0,0
,angola,-11.2027,17.8739,2020-03-27,0,0
,angola,-11.2027,17.8739,2020-03-28,0,0
,angola,-11.2027,17.8739,2020-03-29,2,2
,angola,-11.2027,17.8739,2020-03-30,2,0
,angola,-11.2027,17.8739,2020-03-31,2,0
,angola,-11.2027,17.8739,2020-04-01,2,0
,angola,-11.2027,17.8739,2020-04-02,2,0
,angola,-11.2027,17.8739,2020-04-03,2,0
,angola,-11.2027,17.8739,2020-04-04,2,0
,angola,-11.2027,17.8739,2020-04-05,2,0
,angola,-11.2027,17.8739,2020-04-06,2,0
,angola,-11.2027,17.8739,2020-04-07,2,0
,angola,-11.2027,17.8739,2020-04-08,2,0
,angola,-11.2027,17.8739,2020-04-09,2,0
,angola,-11.2027,17.8739,2020-04-10,2,0
,angola,-11.2027,17.8739,2020-04-11,2,0
,angola,-11.2027,17.8739,2020-04-12,2,0
,angola,-11.2027,17.8739,2020-04-13,2,0
,angola,-11.2027,17.8739,2020-04-14,2,0
,angola,-11.2027,17.8739,2020-04-15,2,0
,angola,-11.2027,17.8739,2020-04-16,2,0
,angola,-11.2027,17.8739,2020-04-17,2,0
,angola,-11.2027,17.8739,2020-04-18,2,0
,angola,-11.2027,17.8739,2020-04-19,2,0
,angola,-11.2027,17.8739,2020-04-20,2,0
,angola,-11.2027,17.8739,2020-04-21,2,0
,angola,-11.2027,17.8739,2020-04-22,2,0
,angola,-11.2027,17.8739,2020-04-23,2,0
,angola,-11.2027,17.8739,2020-04-24,2,0
,angola,-11.2027,17.8739,2020-04-25,2,0
,angola,-11.2027,17.8739,2020-04-26,2,0
,angola,-11.2027,17.8739,2020-04-27,2,0
,angola,-11.2027,17.8739,2020-04-28,2,0
,angola,-11.2027,17.8739,2020-04-29,2,0
,angola,-11.2027,17.8739,2020-04-30,2,0
,angola,-11.2027,17.8739,2020-05-01,2,0
,angola,-11.2027,17.8739,2020-05-02,2,0
,angola,-11.2027,17.8739,2020-05-03,2,0
,angola,-11.2027,17.8739,2020-05-04,2,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-22,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-23,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-24,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-25,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-26,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-27,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-28,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-29,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-30,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-31,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-01,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-02,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-03,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-04,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-05,0,0
