state,country,lat,long,date,confirmed,confirmed_new
,afghanistan,33.0,65.0,2020-01-22,0,0
,afghanistan,33.0,65.0,2020-01-23,0,0
,afghanistan,33.0,65.0,2020-01-24,0,0
,afghanistan,33.0,65.0,2020-01-25,0,0
,afghanistan,33.0,65.0,2020-01-26,0,0
,afghanistan,33.0,65.0,2020-01-27,0,0
,afghanistan,33.0,65.0,2020-01-28,0,0
,afghanistan,33.0,65.0,2020-01-29,0,0
,afghanistan,33.0,65.0,2020-01-30,0,0
,afghanistan,33.0,65.0,2020-01-31,0,0
,afghanistan,33.0,65.0,2020-02-01,0,0
,afghanistan,33.0,65.0,2020-02-02,0,0
,afghanistan,33.0,65.0,2020-02-03,0,0
,afghanistan,33.0,65.0,2020-02-04,0,0
,afghanistan,33.0,65.0,2020-02-05,0,0
,afghanistan,33.0,65.0,2020-02-06,0,0
,afghanistan,33.0,65.0,2020-02-07,0,0
,afghanistan,33.0,65.0,2020-02-08,0,0
,afghanistan,33.0,65.0,2020-02-09,0,0
,afghanistan,33.0,65.0,2020-02-10,0,0
,afghanistan,33.0,65.0,2020-02-11,0,0
,afghanistan,33.0,65.0,2020-02-12,0,0
,afghanistan,33.0,65.0,2020-02-13,0,0
,afghanistan,33.0,65.0,2020-02-14,0,0
,afghanistan,33.0,65.0,2020-02-15,0,0
,afghanistan,33.0,65.0,2020-02-16,0,0
,afghanistan,33.0,65.0,2020-02-17,0,0
,afghanistan,33.0,65.0,2020-02-18,0,0
,afghanistan,33.0,65.0,2020-02-19,0,0
,afghanistan,33.0,65.0,2020-02-20,0,0
,afghanistan,33.0,65.0,2020-02-21,0,0
,afghanistan,33.0,65.0,2020-02-22,0,0
,afghanistan,33.0,65.0,2020-02-23,0,0
,afghanistan,33.0,65.0,2020-02-24,1,1
,afghanistan,33.0,65.0,2020-02-25,1,0
,afghanistan,33.0,65.0,2020-02-26,1,0
,afghanistan,33.0,65.0,2020-02-27,1,0
,afghanistan,33.0,65.0,2020-02-28,1,0
,afghanistan,33.0,65.0,2020-02-29,1,0
,afghanistan,33.0,65.0,2020-03-01,1,0
,afghanistan,33.0,65.0,2020-03-02,1,0
,afghanistan,33.0,65.0,2020-03-03,1,0
,afghanistan,33.0,65.0,2020-03-04,1,0
,afghanistan,33.0,65.0,2020-03-05,1,0
,afghanistan,33.0,65.0,2020-03-06,1,0
,afghanistan,33.0,65.0,2020-03-07,1,0
,afghanistan,33.0,65.0,2020-03-08,4,3
,afghanistan,33.0,65.0,2020-03-09,4,0
,afghanistan,33.0,65.0,2020-03-10,5,1
,afghanistan,33.0,65.0,2020-03-11,7,2
,afghanistan,33.0,65.0,2020-03-12,7,0
,afghanistan,33.0,65.0,2020-03-13,7,0
,afghanistan,33.0,65.0,2020-03-14,11,4
,afghanistan,33.0,65.0,2020-03-15,16,5
,afghanistan,33.0,65.0,2020-03-16,21,5
,afghanistan,33.0,65.0,2020-03-17,22,1
,afghanistan,33.0,65.0,2020-03-18,22,0
,afghanistan,33.0,65.0,2020-03-19,22,0
,afghanistan,33.0,65.0,2020-03-20,24,2
,afghanistan,33.0,65.0,2020-03-21,24,0
,afghanistan,33.0,65.0,2020-03-22,40,16
,afghanistan,33.0,65.0,2020-03-23,40,0
,afghanistan,33.0,65.0,2020-03-24,74,34
,afghanistan,33.0,65.0,2020-03-25,84,10
,afghanistan,33.0,65.0,2020-03-26,94,10
,afghanistan,33.0,65.0,2020-03-27,110,16
,afghanistan,33.0,65.0,2020-03-28,110,0
,afghanistan,33.0,65.0,2020-03-29,120,10
,afghanistan,33.0,65.0,2020-03-30,170,50
,afghanistan,33.0,65.0,2020-03-31,174,4
,afghanistan,33.0,65.0,2020-04-01,237,63
,afghanistan,33.0,65.0,2020-04-02,273,36
,afghanistan,33.0,65.0,2020-04-03,281,8
,afghanistan,33.0,65.0,2020-04-04,299,18
,afghanistan,33.0,65.0,2020-04-05,349,50
,afghanistan,33.0,65.0,2020-04-06,367,18
,afghanistan,33.0,65.0,2020-04-07,423,56
,afghanistan,33.0,65.0,2020-04-08,444,21
,afghanistan,33.0,65.0,2020-04-09,484,40
,afghanistan,33.0,65.0,2020-04-10,521,37
,afghanistan,33.0,65.0,2020-04-11,555,34
,afghanistan,33.0,65.0,2020-04-12,607,52
,afghanistan,33.0,65.0,2020-04-13,665,58
,afghanistan,33.0,65.0,2020-04-14,714,49
,afghanistan,33.0,65.0,2020-04-15,784,70
,afghanistan,33.0,65.0,2020-04-16,840,56
,afghanistan,33.0,65.0,2020-04-17,906,66
,afghanistan,33.0,65.0,2020-04-18,933,27
,afghanistan,33.0,65.0,2020-04-19,996,63
,afghanistan,33.0,65.0,2020-04-20,1026,30
,afghanistan,33.0,65.0,2020-04-21,1092,66
,afghanistan,33.0,65.0,2020-04-22,1176,84
,afghanistan,33.0,65.0,2020-04-23,1279,103
,afghanistan,33.0,65.0,2020-04-24,1351,72
,afghanistan,33.0,65.0,2020-04-25,1463,112
,afghanistan,33.0,65.0,2020-04-26,1531,68
,afghanistan,33.0,65.0,2020-04-27,1703,172
,afghanistan,33.0,65.0,2020-04-28,1828,125
,afghanistan,33.0,65.0,2020-04-29,1939,111
,albania,41.1533,20.1683,2020-01-22,0,0
,albania,41.1533,20.1683,2020-01-23,0,0
,albania,41.1533,20.1683,2020-01-24,0,0
,albania,41.1533,20.1683,2020-01-25,0,0
,albania,41.1533,20.1683,2020-01-26,0,0
,albania,41.1533,20.1683,2020-01-27,0,0
,albania,41.1533,20.1683,2020-01-28,0,0
,albania,41.1533,20.1683,2020-01-29,0,0
,albania,41.1533,20.1683,2020-01-30,0,0
,albania,41.1533,20.1683,2020-01-31,0,0
,albania,41.1533,20.1683,2020-02-01,0,0
,albania,41.1533,20.1683,2020-02-02,0,0
,albania,41.1533,20.1683,2020-02-03,0,0
,albania,41.1533,20.1683,2020-02-04,0,0
,albania,41.1533,20.1683,2020-02-05,0,0
,albania,41.1533,20.1683,2020-02-06,0,0
,albania,41.1533,20.1683,2020-02-07,0,0
,albania,41.1533,20.1683,2020-02-08,0,0
,albania,41.1533,20.1683,2020-02-09,0,0
,albania,41.1533,20.1683,2020-02-10,0,0
,albania,41.1533,20.1683,2020-02-11,0,0
,albania,41.1533,20.1683,2020-02-12,0,0
,albania,41.1533,20.1683,2020-02-13,0,0
,albania,41.1533,20.1683,2020-02-14,0,0
,albania,41.1533,20.1683,2020-02-15,0,0
,albania,41.1533,20.1683,2020-02-16,0,0
,albania,41.1533,20.1683,2020-02-17,0,0
,albania,41.1533,20.1683,2020-02-18,0,0
,albania,41.1533,20.1683,2020-02-19,0,0
,albania,41.1533,20.1683,2020-02-20,0,0
,albania,41.1533,20.1683,2020-02-21,0,0
,albania,41.1533,20.1683,2020-02-22,0,0
,albania,41.1533,20.1683,2020-02-23,0,0
,albania,41.1533,20.1683,2020-02-24,0,0
,albania,41.1533,20.1683,2020-02-25,0,0
,albania,41.1533,20.1683,2020-02-26,0,0
,albania,41.1533,20.1683,2020-02-27,0,0
,albania,41.1533,20.1683,2020-02-28,0,0
,albania,41.1533,20.1683,2020-02-29,0,0
,albania,41.1533,20.1683,2020-03-01,0,0
,albania,41.1533,20.1683,2020-03-02,0,0
,albania,41.1533,20.1683,2020-03-03,0,0
,albania,41.1533,20.1683,2020-03-04,0,0
,albania,41.1533,20.1683,2020-03-05,0,0
,albania,41.1533,20.1683,2020-03-06,0,0
,albania,41.1533,20.1683,2020-03-07,0,0
,albania,41.1533,20.1683,2020-03-08,0,0
,albania,41.1533,20.1683,2020-03-09,2,2
,albania,41.1533,20.1683,2020-03-10,10,8
,albania,41.1533,20.1683,2020-03-11,12,2
,albania,41.1533,20.1683,2020-03-12,23,11
,albania,41.1533,20.1683,2020-03-13,33,10
,albania,41.1533,20.1683,2020-03-14,38,5
,albania,41.1533,20.1683,2020-03-15,42,4
,albania,41.1533,20.1683,2020-03-16,51,9
,albania,41.1533,20.1683,2020-03-17,55,4
,albania,41.1533,20.1683,2020-03-18,59,4
,albania,41.1533,20.1683,2020-03-19,64,5
,albania,41.1533,20.1683,2020-03-20,70,6
,albania,41.1533,20.1683,2020-03-21,76,6
,albania,41.1533,20.1683,2020-03-22,89,13
,albania,41.1533,20.1683,2020-03-23,104,15
,albania,41.1533,20.1683,2020-03-24,123,19
,albania,41.1533,20.1683,2020-03-25,146,23
,albania,41.1533,20.1683,2020-03-26,174,28
,albania,41.1533,20.1683,2020-03-27,186,12
,albania,41.1533,20.1683,2020-03-28,197,11
,albania,41.1533,20.1683,2020-03-29,212,15
,albania,41.1533,20.1683,2020-03-30,223,11
,albania,41.1533,20.1683,2020-03-31,243,20
,albania,41.1533,20.1683,2020-04-01,259,16
,albania,41.1533,20.1683,2020-04-02,277,18
,albania,41.1533,20.1683,2020-04-03,304,27
,albania,41.1533,20.1683,2020-04-04,333,29
,albania,41.1533,20.1683,2020-04-05,361,28
,albania,41.1533,20.1683,2020-04-06,377,16
,albania,41.1533,20.1683,2020-04-07,383,6
,albania,41.1533,20.1683,2020-04-08,400,17
,albania,41.1533,20.1683,2020-04-09,409,9
,albania,41.1533,20.1683,2020-04-10,416,7
,albania,41.1533,20.1683,2020-04-11,433,17
,albania,41.1533,20.1683,2020-04-12,446,13
,albania,41.1533,20.1683,2020-04-13,467,21
,albania,41.1533,20.1683,2020-04-14,475,8
,albania,41.1533,20.1683,2020-04-15,494,19
,albania,41.1533,20.1683,2020-04-16,518,24
,albania,41.1533,20.1683,2020-04-17,539,21
,albania,41.1533,20.1683,2020-04-18,548,9
,albania,41.1533,20.1683,2020-04-19,562,14
,albania,41.1533,20.1683,2020-04-20,584,22
,albania,41.1533,20.1683,2020-04-21,609,25
,albania,41.1533,20.1683,2020-04-22,634,25
,albania,41.1533,20.1683,2020-04-23,663,29
,albania,41.1533,20.1683,2020-04-24,678,15
,albania,41.1533,20.1683,2020-04-25,712,34
,albania,41.1533,20.1683,2020-04-26,726,14
,albania,41.1533,20.1683,2020-04-27,736,10
,albania,41.1533,20.1683,2020-04-28,750,14
,albania,41.1533,20.1683,2020-04-29,766,16
,algeria,28.0339,1.6596,2020-01-22,0,0
,algeria,28.0339,1.6596,2020-01-23,0,0
,algeria,28.0339,1.6596,2020-01-24,0,0
,algeria,28.0339,1.6596,2020-01-25,0,0
,algeria,28.0339,1.6596,2020-01-26,0,0
,algeria,28.0339,1.6596,2020-01-27,0,0
,algeria,28.0339,1.6596,2020-01-28,0,0
,algeria,28.0339,1.6596,2020-01-29,0,0
,algeria,28.0339,1.6596,2020-01-30,0,0
,algeria,28.0339,1.6596,2020-01-31,0,0
,algeria,28.0339,1.6596,2020-02-01,0,0
,algeria,28.0339,1.6596,2020-02-02,0,0
,algeria,28.0339,1.6596,2020-02-03,0,0
,algeria,28.0339,1.6596,2020-02-04,0,0
,algeria,28.0339,1.6596,2020-02-05,0,0
,algeria,28.0339,1.6596,2020-02-06,0,0
,algeria,28.0339,1.6596,2020-02-07,0,0
,algeria,28.0339,1.6596,2020-02-08,0,0
,algeria,28.0339,1.6596,2020-02-09,0,0
,algeria,28.0339,1.6596,2020-02-10,0,0
,algeria,28.0339,1.6596,2020-02-11,0,0
,algeria,28.0339,1.6596,2020-02-12,0,0
,algeria,28.0339,1.6596,2020-02-13,0,0
,algeria,28.0339,1.6596,2020-02-14,0,0
,algeria,28.0339,1.6596,2020-02-15,0,0
,algeria,28.0339,1.6596,2020-02-16,0,0
,algeria,28.0339,1.6596,2020-02-17,0,0
,algeria,28.0339,1.6596,2020-02-18,0,0
,algeria,28.0339,1.6596,2020-02-19,0,0
,algeria,28.0339,1.6596,2020-02-20,0,0
,algeria,28.0339,1.6596,2020-02-21,0,0
,algeria,28.0339,1.6596,2020-02-22,0,0
,algeria,28.0339,1.6596,2020-02-23,0,0
,algeria,28.0339,1.6596,2020-02-24,0,0
,algeria,28.0339,1.6596,2020-02-25,1,1
,algeria,28.0339,1.6596,2020-02-26,1,0
,algeria,28.0339,1.6596,2020-02-27,1,0
,algeria,28.0339,1.6596,2020-02-28,1,0
,algeria,28.0339,1.6596,2020-02-29,1,0
,algeria,28.0339,1.6596,2020-03-01,1,0
,algeria,28.0339,1.6596,2020-03-02,3,2
,algeria,28.0339,1.6596,2020-03-03,5,2
,algeria,28.0339,1.6596,2020-03-04,12,7
,algeria,28.0339,1.6596,2020-03-05,12,0
,algeria,28.0339,1.6596,2020-03-06,17,5
,algeria,28.0339,1.6596,2020-03-07,17,0
,algeria,28.0339,1.6596,2020-03-08,19,2
,algeria,28.0339,1.6596,2020-03-09,20,1
,algeria,28.0339,1.6596,2020-03-10,20,0
,algeria,28.0339,1.6596,2020-03-11,20,0
,algeria,28.0339,1.6596,2020-03-12,24,4
,algeria,28.0339,1.6596,2020-03-13,26,2
,algeria,28.0339,1.6596,2020-03-14,37,11
,algeria,28.0339,1.6596,2020-03-15,48,11
,algeria,28.0339,1.6596,2020-03-16,54,6
,algeria,28.0339,1.6596,2020-03-17,60,6
,algeria,28.0339,1.6596,2020-03-18,74,14
,algeria,28.0339,1.6596,2020-03-19,87,13
,algeria,28.0339,1.6596,2020-03-20,90,3
,algeria,28.0339,1.6596,2020-03-21,139,49
,algeria,28.0339,1.6596,2020-03-22,201,62
,algeria,28.0339,1.6596,2020-03-23,230,29
,algeria,28.0339,1.6596,2020-03-24,264,34
,algeria,28.0339,1.6596,2020-03-25,302,38
,algeria,28.0339,1.6596,2020-03-26,367,65
,algeria,28.0339,1.6596,2020-03-27,409,42
,algeria,28.0339,1.6596,2020-03-28,454,45
,algeria,28.0339,1.6596,2020-03-29,511,57
,algeria,28.0339,1.6596,2020-03-30,584,73
,algeria,28.0339,1.6596,2020-03-31,716,132
,algeria,28.0339,1.6596,2020-04-01,847,131
,algeria,28.0339,1.6596,2020-04-02,986,139
,algeria,28.0339,1.6596,2020-04-03,1171,185
,algeria,28.0339,1.6596,2020-04-04,1251,80
,algeria,28.0339,1.6596,2020-04-05,1320,69
,algeria,28.0339,1.6596,2020-04-06,1423,103
,algeria,28.0339,1.6596,2020-04-07,1468,45
,algeria,28.0339,1.6596,2020-04-08,1572,104
,algeria,28.0339,1.6596,2020-04-09,1666,94
,algeria,28.0339,1.6596,2020-04-10,1761,95
,algeria,28.0339,1.6596,2020-04-11,1825,64
,algeria,28.0339,1.6596,2020-04-12,1914,89
,algeria,28.0339,1.6596,2020-04-13,1983,69
,algeria,28.0339,1.6596,2020-04-14,2070,87
,algeria,28.0339,1.6596,2020-04-15,2160,90
,algeria,28.0339,1.6596,2020-04-16,2268,108
,algeria,28.0339,1.6596,2020-04-17,2418,150
,algeria,28.0339,1.6596,2020-04-18,2534,116
,algeria,28.0339,1.6596,2020-04-19,2629,95
,algeria,28.0339,1.6596,2020-04-20,2718,89
,algeria,28.0339,1.6596,2020-04-21,2811,93
,algeria,28.0339,1.6596,2020-04-22,2910,99
,algeria,28.0339,1.6596,2020-04-23,3007,97
,algeria,28.0339,1.6596,2020-04-24,3127,120
,algeria,28.0339,1.6596,2020-04-25,3256,129
,algeria,28.0339,1.6596,2020-04-26,3382,126
,algeria,28.0339,1.6596,2020-04-27,3517,135
,algeria,28.0339,1.6596,2020-04-28,3649,132
,algeria,28.0339,1.6596,2020-04-29,3848,199
,andorra,42.5063,1.5218,2020-01-22,0,0
,andorra,42.5063,1.5218,2020-01-23,0,0
,andorra,42.5063,1.5218,2020-01-24,0,0
,andorra,42.5063,1.5218,2020-01-25,0,0
,andorra,42.5063,1.5218,2020-01-26,0,0
,andorra,42.5063,1.5218,2020-01-27,0,0
,andorra,42.5063,1.5218,2020-01-28,0,0
,andorra,42.5063,1.5218,2020-01-29,0,0
,andorra,42.5063,1.5218,2020-01-30,0,0
,andorra,42.5063,1.5218,2020-01-31,0,0
,andorra,42.5063,1.5218,2020-02-01,0,0
,andorra,42.5063,1.5218,2020-02-02,0,0
,andorra,42.5063,1.5218,2020-02-03,0,0
,andorra,42.5063,1.5218,2020-02-04,0,0
,andorra,42.5063,1.5218,2020-02-05,0,0
,andorra,42.5063,1.5218,2020-02-06,0,0
,andorra,42.5063,1.5218,2020-02-07,0,0
,andorra,42.5063,1.5218,2020-02-08,0,0
,andorra,42.5063,1.5218,2020-02-09,0,0
,andorra,42.5063,1.5218,2020-02-10,0,0
,andorra,42.5063,1.5218,2020-02-11,0,0
,andorra,42.5063,1.5218,2020-02-12,0,0
,andorra,42.5063,1.5218,2020-02-13,0,0
,andorra,42.5063,1.5218,2020-02-14,0,0
,andorra,42.5063,1.5218,2020-02-15,0,0
,andorra,42.5063,1.5218,2020-02-16,0,0
,andorra,42.5063,1.5218,2020-02-17,0,0
,andorra,42.5063,1.5218,2020-02-18,0,0
,andorra,42.5063,1.5218,2020-02-19,0,0
,andorra,42.5063,1.5218,2020-02-20,0,0
,andorra,42.5063,1.5218,2020-02-21,0,0
,andorra,42.5063,1.5218,2020-02-22,0,0
,andorra,42.5063,1.5218,2020-02-23,0,0
,andorra,42.5063,1.5218,2020-02-24,0,0
,andorra,42.5063,1.5218,2020-02-25,0,0
,andorra,42.5063,1.5218,2020-02-26,0,0
,andorra,42.5063,1.5218,2020-02-27,0,0
,andorra,42.5063,1.5218,2020-02-28,0,0
,andorra,42.5063,1.5218,2020-02-29,0,0
,andorra,42.5063,1.5218,2020-03-01,0,0
,andorra,42.5063,1.5218,2020-03-02,1,1
,andorra,42.5063,1.5218,2020-03-03,1,0
,andorra,42.5063,1.5218,2020-03-04,1,0
,andorra,42.5063,1.5218,2020-03-05,1,0
,andorra,42.5063,1.5218,2020-03-06,1,0
,andorra,42.5063,1.5218,2020-03-07,1,0
,andorra,42.5063,1.5218,2020-03-08,1,0
,andorra,42.5063,1.5218,2020-03-09,1,0
,andorra,42.5063,1.5218,2020-03-10,1,0
,andorra,42.5063,1.5218,2020-03-11,1,0
,andorra,42.5063,1.5218,2020-03-12,1,0
,andorra,42.5063,1.5218,2020-03-13,1,0
,andorra,42.5063,1.5218,2020-03-14,1,0
,andorra,42.5063,1.5218,2020-03-15,1,0
,andorra,42.5063,1.5218,2020-03-16,2,1
,andorra,42.5063,1.5218,2020-03-17,39,37
,andorra,42.5063,1.5218,2020-03-18,39,0
,andorra,42.5063,1.5218,2020-03-19,53,14
,andorra,42.5063,1.5218,2020-03-20,75,22
,andorra,42.5063,1.5218,2020-03-21,88,13
,andorra,42.5063,1.5218,2020-03-22,113,25
,andorra,42.5063,1.5218,2020-03-23,133,20
,andorra,42.5063,1.5218,2020-03-24,164,31
,andorra,42.5063,1.5218,2020-03-25,188,24
,andorra,42.5063,1.5218,2020-03-26,224,36
,andorra,42.5063,1.5218,2020-03-27,267,43
,andorra,42.5063,1.5218,2020-03-28,308,41
,andorra,42.5063,1.5218,2020-03-29,334,26
,andorra,42.5063,1.5218,2020-03-30,370,36
,andorra,42.5063,1.5218,2020-03-31,376,6
,andorra,42.5063,1.5218,2020-04-01,390,14
,andorra,42.5063,1.5218,2020-04-02,428,38
,andorra,42.5063,1.5218,2020-04-03,439,11
,andorra,42.5063,1.5218,2020-04-04,466,27
,andorra,42.5063,1.5218,2020-04-05,501,35
,andorra,42.5063,1.5218,2020-04-06,525,24
,andorra,42.5063,1.5218,2020-04-07,545,20
,andorra,42.5063,1.5218,2020-04-08,564,19
,andorra,42.5063,1.5218,2020-04-09,583,19
,andorra,42.5063,1.5218,2020-04-10,601,18
,andorra,42.5063,1.5218,2020-04-11,601,0
,andorra,42.5063,1.5218,2020-04-12,638,37
,andorra,42.5063,1.5218,2020-04-13,646,8
,andorra,42.5063,1.5218,2020-04-14,659,13
,andorra,42.5063,1.5218,2020-04-15,673,14
,andorra,42.5063,1.5218,2020-04-16,673,0
,andorra,42.5063,1.5218,2020-04-17,696,23
,andorra,42.5063,1.5218,2020-04-18,704,8
,andorra,42.5063,1.5218,2020-04-19,713,9
,andorra,42.5063,1.5218,2020-04-20,717,4
,andorra,42.5063,1.5218,2020-04-21,717,0
,andorra,42.5063,1.5218,2020-04-22,723,6
,andorra,42.5063,1.5218,2020-04-23,723,0
,andorra,42.5063,1.5218,2020-04-24,731,8
,andorra,42.5063,1.5218,2020-04-25,738,7
,andorra,42.5063,1.5218,2020-04-26,738,0
,andorra,42.5063,1.5218,2020-04-27,743,5
,andorra,42.5063,1.5218,2020-04-28,743,0
,andorra,42.5063,1.5218,2020-04-29,743,0
,angola,-11.2027,17.8739,2020-01-22,0,0
,angola,-11.2027,17.8739,2020-01-23,0,0
,angola,-11.2027,17.8739,2020-01-24,0,0
,angola,-11.2027,17.8739,2020-01-25,0,0
,angola,-11.2027,17.8739,2020-01-26,0,0
,angola,-11.2027,17.8739,2020-01-27,0,0
,angola,-11.2027,17.8739,2020-01-28,0,0
,angola,-11.2027,17.8739,2020-01-29,0,0
,angola,-11.2027,17.8739,2020-01-30,0,0
,angola,-11.2027,17.8739,2020-01-31,0,0
,angola,-11.2027,17.8739,2020-02-01,0,0
,angola,-11.2027,17.8739,2020-02-02,0,0
,angola,-11.2027,17.8739,2020-02-03,0,0
,angola,-11.2027,17.8739,2020-02-04,0,0
,angola,-11.2027,17.8739,2020-02-05,0,0
,angola,-11.2027,17.8739,2020-02-06,0,0
,angola,-11.2027,17.8739,2020-02-07,0,0
,angola,-11.2027,17.8739,2020-02-08,0,0
,angola,-11.2027,17.8739,2020-02-09,0,0
,angola,-11.2027,17.8739,2020-02-10,0,0
,angola,-11.2027,17.8739,2020-02-11,0,0
,angola,-11.2027,17.8739,2020-02-12,0,0
,angola,-11.2027,17.8739,2020-02-13,0,0
,angola,-11.2027,17.8739,2020-02-14,0,0
,angola,-11.2027,17.8739,2020-02-15,0,0
,angola,-11.2027,17.8739,2020-02-16,0,0
,angola,-11.2027,17.8739,2020-02-17,0,0
,angola,-11.2027,17.8739,2020-02-18,0,0
,angola,-11.2027,17.8739,2020-02-19,0,0
,angola,-11.2027,17.8739,2020-02-20,0,0
,angola,-11.2027,17.8739,2020-02-21,0,0
,angola,-11.2027,17.8739,2020-02-22,0,0
,angola,-11.2027,17.8739,2020-02-23,0,0
,angola,-11.2027,17.8739,2020-02-24,0,0
,angola,-11.2027,17.8739,2020-02-25,0,0
,angola,-11.2027,17.8739,2020-02-26,0,0
,angola,-11.2027,17.8739,2020-02-27,0,0
,angola,-11.2027,17.8739,2020-02-28,0,0
,angola,-11.2027,17.8739,2020-02-29,0,0
,angola,-11.2027,17.8739,2020-03-01,0,0
,angola,-11.2027,17.8739,2020-03-02,0,0
,angola,-11.2027,17.8739,2020-03-03,0,0
,angola,-11.2027,17.8739,2020-03-04,0,0
,angola,-11.2027,17.8739,2020-03-05,0,0
,angola,-11.2027,17.8739,2020-03-06,0,0
,angola,-11.2027,17.8739,2020-03-07,0,0
,angola,-11.2027,17.8739,2020-03-08,0,0
,angola,-11.2027,17.8739,2020-03-09,0,0
,angola,-11.2027,17.8739,2020-03-10,0,0
,angola,-11.2027,17.8739,2020-03-11,0,0
,angola,-11.2027,17.8739,2020-03-12,0,0
,angola,-11.2027,17.8739,2020-03-13,0,0
,angola,-11.2027,17.8739,2020-03-14,0,0
,angola,-11.2027,17.8739,2020-03-15,0,0
,angola,-11.2027,17.8739,2020-03-16,0,0
,angola,-11.2027,17.8739,2020-03-17,0,0
,angola,-11.2027,17.8739,2020-03-18,0,0
,angola,-11.2027,17.8739,2020-03-19,0,0
,angola,-11.2027,17.8739,2020-03-20,1,1
,angola,-11.2027,17.8739,2020-03-21,2,1
,angola,-11.2027,17.8739,2020-03-22,2,0
,angola,-11.2027,17.8739,2020-03-23,3,1
,angola,-11.2027,17.8739,2020-03-24,3,0
,angola,-11.2027,17.8739,2020-03-25,3,0
,angola,-11.2027,17.8739,2020-03-26,4,1
,angola,-11.2027,17.8739,2020-03-27,4,0
,angola,-11.2027,17.8739,2020-03-28,5,1
,angola,-11.2027,17.8739,2020-03-29,7,2
,angola,-11.2027,17.8739,2020-03-30,7,0
,angola,-11.2027,17.8739,2020-03-31,7,0
,angola,-11.2027,17.8739,2020-04-01,8,1
,angola,-11.2027,17.8739,2020-04-02,8,0
,angola,-11.2027,17.8739,2020-04-03,8,0
,angola,-11.2027,17.8739,2020-04-04,10,2
,angola,-11.2027,17.8739,2020-04-05,14,4
,angola,-11.2027,17.8739,2020-04-06,16,2
,angola,-11.2027,17.8739,2020-04-07,17,1
,angola,-11.2027,17.8739,2020-04-08,19,2
,angola,-11.2027,17.8739,2020-04-09,19,0
,angola,-11.2027,17.8739,2020-04-10,19,0
,angola,-11.2027,17.8739,2020-04-11,19,0
,angola,-11.2027,17.8739,2020-04-12,19,0
,angola,-11.2027,17.8739,2020-04-13,19,0
,angola,-11.2027,17.8739,2020-04-14,19,0
,angola,-11.2027,17.8739,2020-04-15,19,0
,angola,-11.2027,17.8739,2020-04-16,19,0
,angola,-11.2027,17.8739,2020-04-17,19,0
,angola,-11.2027,17.8739,2020-04-18,24,5
,angola,-11.2027,17.8739,2020-04-19,24,0
,angola,-11.2027,17.8739,2020-04-20,24,0
,angola,-11.2027,17.8739,2020-04-21,24,0
,angola,-11.2027,17.8739,2020-04-22,25,1
,angola,-11.2027,17.8739,2020-04-23,25,0
,angola,-11.2027,17.8739,2020-04-24,25,0
,angola,-11.2027,17.8739,2020-04-25,25,0
,angola,-11.2027,17.8739,2020-04-26,26,1
,angola,-11.2027,17.8739,2020-04-27,27,1
,angola,-11.2027,17.8739,2020-04-28,27,0
,angola,-11.2027,17.8739,2020-04-29,27,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-22,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-23,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-24,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-25,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-26,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-27,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-28,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-29,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-30,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-01-31,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-01,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-02,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-03,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-04,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-05,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-06,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-07,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-08,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-09,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-10,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-11,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-12,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-13,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-14,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-15,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-16,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-17,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-18,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-19,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-20,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-21,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-22,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-23,0,0
,antigua-and-barbuda,17.0608,-61.7964,2020-02-24,0,0
