state,country,lat,long,date,confirmed,deaths,recovered
,afghanistan,33.0,65.0,2020-04-02,273,6,10.0
,albania,41.1533,20.1683,2020-04-02,277,16,76.0
,algeria,28.0339,1.6596,2020-04-02,986,86,61.0
,andorra,42.5063,1.5218,2020-04-02,428,15,10.0
,angola,-11.2027,17.8739,2020-04-02,8,2,1.0
,antigua-and-barbuda,17.0608,-61.7964,2020-04-02,9,0,0.0
,argentina,-38.4161,-63.6167,2020-04-02,1133,36,256.0
,armenia,40.0691,45.0382,2020-04-02,663,7,33.0
australian-capital-territory,australia,-35.4735,149.0124,2020-04-02,87,1,11.0
new-south-wales,australia,-33.8688,151.2093,2020-04-02,2298,10,4.0
northern-territory,australia,-12.4634,130.8456,2020-04-02,21,0,0.0
queensland,australia,-28.0167,153.4,2020-04-02,835,4,8.0
south-australia,australia,-34.9285,138.6007,2020-04-02,367,0,6.0
tasmania,australia,-41.4545,145.9707,2020-04-02,72,2,5.0
victoria,australia,-37.8136,144.9631,2020-04-02,1036,5,422.0
western-australia,australia,-31.9505,115.8605,2020-04-02,400,2,64.0
,austria,47.5162,14.5501,2020-04-02,11129,158,1749.0
,azerbaijan,40.1431,47.5769,2020-04-02,400,5,26.0
,bahamas,25.0343,-77.3963,2020-04-02,24,1,1.0
,bahrain,26.0275,50.55,2020-04-02,643,4,381.0
,bangladesh,23.685,90.3563,2020-04-02,56,6,25.0
,barbados,13.1939,-59.5432,2020-04-02,46,0,0.0
,belarus,53.7098,27.9534,2020-04-02,304,4,53.0
,belgium,50.8333,4.0,2020-04-02,15348,1011,2495.0
,benin,9.3077,2.3158,2020-04-02,13,0,1.0
,bhutan,27.5142,90.4336,2020-04-02,5,0,1.0
,bolivia,-16.2902,-63.5887,2020-04-02,123,8,1.0
,bosnia-and-herzegovina,43.9159,17.6791,2020-04-02,533,16,20.0
,brazil,-14.235,-51.9253,2020-04-02,8044,324,127.0
,brunei,4.5353,114.7277,2020-04-02,133,1,56.0
,bulgaria,42.7339,25.4858,2020-04-02,457,10,25.0
,burkina-faso,12.2383,-1.5616,2020-04-02,288,16,50.0
,cabo-verde,16.5388,-23.0418,2020-04-02,6,1,0.0
,cambodia,11.55,104.9167,2020-04-02,110,0,34.0
,cameroon,3.8480000000000003,11.5021,2020-04-02,306,7,10.0
alberta,canada,53.9333,-116.5765,2020-04-02,969,13,0.0
british-columbia,canada,49.2827,-123.1207,2020-04-02,1121,31,0.0
grand-princess,canada,37.6489,-122.6655,2020-04-02,13,0,0.0
manitoba,canada,53.7609,-98.8139,2020-04-02,167,1,0.0
new-brunswick,canada,46.5653,-66.4619,2020-04-02,91,0,0.0
newfoundland-and-labrador,canada,53.1355,-57.6604,2020-04-02,183,1,0.0
nova-scotia,canada,44.681999999999995,-63.7443,2020-04-02,193,0,0.0
ontario,canada,51.2538,-85.3232,2020-04-02,2793,53,0.0
prince-edward-island,canada,46.5107,-63.4168,2020-04-02,22,0,0.0
quebec,canada,52.9399,-73.5491,2020-04-02,5518,36,0.0
saskatchewan,canada,52.9399,-106.4509,2020-04-02,206,3,0.0
,central-african-republic,6.6111,20.9394,2020-04-02,3,0,0.0
,chad,15.4542,18.7322,2020-04-02,8,0,0.0
,chile,-35.6751,-71.543,2020-04-02,3404,18,335.0
anhui,china,31.8257,117.2264,2020-04-02,990,6,984.0
beijing,china,40.1824,116.4142,2020-04-02,582,8,424.0
chongqing,china,30.0572,107.874,2020-04-02,579,6,570.0
fujian,china,26.0789,117.9874,2020-04-02,345,1,299.0
gansu,china,37.8099,101.0583,2020-04-02,138,2,127.0
guangdong,china,23.3417,113.4244,2020-04-02,1507,8,1365.0
guangxi,china,23.8298,108.7881,2020-04-02,254,2,252.0
guizhou,china,26.8154,106.8748,2020-04-02,146,2,144.0
hainan,china,19.1959,109.7453,2020-04-02,168,6,162.0
hebei,china,39.549,116.1306,2020-04-02,325,6,310.0
heilongjiang,china,47.861999999999995,127.7615,2020-04-02,488,13,469.0
henan,china,33.882,113.61399999999999,2020-04-02,1276,22,1251.0
hong-kong,china,22.3,114.2,2020-04-02,802,4,147.0
hubei,china,30.9756,112.2707,2020-04-02,67802,3199,63471.0
hunan,china,27.6104,111.7088,2020-04-02,1019,4,1014.0
inner-mongolia,china,44.0935,113.9448,2020-04-02,117,1,74.0
jiangsu,china,32.9711,119.455,2020-04-02,647,0,631.0
jiangxi,china,27.614,115.7221,2020-04-02,937,1,935.0
jilin,china,43.6661,126.1923,2020-04-02,98,1,92.0
liaoning,china,41.2956,122.6085,2020-04-02,141,2,124.0
macau,china,22.1667,113.55,2020-04-02,41,0,10.0
ningxia,china,37.2692,106.1655,2020-04-02,75,0,75.0
qinghai,china,35.7452,95.9956,2020-04-02,18,0,18.0
shaanxi,china,35.1917,108.8701,2020-04-02,255,3,242.0
shandong,china,36.3427,118.1498,2020-04-02,775,7,753.0
shanghai,china,31.201999999999998,121.4491,2020-04-02,522,6,343.0
shanxi,china,37.5777,112.2922,2020-04-02,137,0,133.0
sichuan,china,30.6171,102.7103,2020-04-02,554,3,537.0
tianjin,china,39.3054,117.323,2020-04-02,176,3,135.0
tibet,china,31.6927,88.0924,2020-04-02,1,0,1.0
xinjiang,china,41.1129,85.2401,2020-04-02,76,3,73.0
yunnan,china,24.974,101.48700000000001,2020-04-02,183,2,172.0
zhejiang,china,29.1832,120.0934,2020-04-02,1258,1,1228.0
,colombia,4.5709,-74.2973,2020-04-02,1161,19,55.0
,congo-brazzaville,-4.0383,21.7587,2020-04-02,22,2,2.0
,congo-kinshasa,-4.0383,21.7587,2020-04-02,134,13,3.0
,costa-rica,9.7489,-83.7534,2020-04-02,396,2,6.0
,cote-d-ivoire,7.54,-5.5471,2020-04-02,194,1,15.0
,croatia,45.1,15.2,2020-04-02,1011,7,88.0
,diamond-princess,0.0,0.0,2020-04-02,712,11,619.0
,cuba,22.0,-80.0,2020-04-02,233,6,13.0
,cyprus,35.1264,33.4299,2020-04-02,356,10,28.0
,czechia,49.8175,15.472999999999999,2020-04-02,3858,44,67.0
faroe-islands,denmark,61.8926,-6.9118,2020-04-02,177,0,81.0
greenland,denmark,71.7069,-42.6043,2020-04-02,10,0,2.0
,denmark,56.2639,9.5018,2020-04-02,3386,123,1089.0
,djibouti,11.8251,42.5903,2020-04-02,40,0,0.0
,dominican-republic,18.7357,-70.1627,2020-04-02,1380,60,16.0
,ecuador,-1.8312,-78.1834,2020-04-02,3163,120,65.0
,egypt,26.0,30.0,2020-04-02,865,58,201.0
,el-salvador,13.7942,-88.8965,2020-04-02,41,2,0.0
,equatorial-guinea,1.5,10.0,2020-04-02,15,0,1.0
,eritrea,15.1794,39.7823,2020-04-02,22,0,0.0
,estonia,58.5953,25.0136,2020-04-02,858,11,45.0
,eswatini,-26.5225,31.4659,2020-04-02,9,0,0.0
,ethiopia,9.145,40.4897,2020-04-02,29,0,3.0
,fiji,-17.7134,178.065,2020-04-02,7,0,0.0
,finland,64.0,26.0,2020-04-02,1518,19,300.0
french-guiana,france,3.9339,-53.1258,2020-04-02,51,0,15.0
french-polynesia,france,-17.6797,149.4068,2020-04-02,37,0,0.0
guadeloupe,france,16.25,-61.5833,2020-04-02,128,6,24.0
mayotte,france,-12.8275,45.1662,2020-04-02,116,1,10.0
new-caledonia,france,-20.9043,165.618,2020-04-02,18,0,1.0
reunion,france,-21.1351,55.2471,2020-04-02,308,0,40.0
saint-barthelemy,france,17.9,-62.8333,2020-04-02,6,0,1.0
st-martin,france,18.0708,-63.0501,2020-04-02,22,1,2.0
martinique,france,14.6415,-61.0242,2020-04-02,138,3,27.0
,france,46.2276,2.2137,2020-04-02,59105,5387,12428.0
,gabon,-0.8037,11.6094,2020-04-02,21,1,0.0
,gambia,13.4432,-15.3101,2020-04-02,4,1,2.0
,georgia,42.3154,43.3569,2020-04-02,134,0,26.0
,germany,51.0,9.0,2020-04-02,84794,1107,22440.0
,ghana,7.9465,-1.0232,2020-04-02,204,5,31.0
,greece,39.0742,21.8243,2020-04-02,1544,53,61.0
,guatemala,15.7835,-90.2308,2020-04-02,47,1,12.0
,guinea,9.9456,-9.6966,2020-04-02,52,0,0.0
,guyana,5.0,-58.75,2020-04-02,19,4,0.0
,haiti,18.9712,-72.2852,2020-04-02,16,0,1.0
,holy-see,41.9029,12.4534,2020-04-02,7,0,0.0
,honduras,15.2,-86.2419,2020-04-02,219,14,3.0
,hungary,47.1625,19.5033,2020-04-02,585,21,42.0
,iceland,64.9631,-19.0208,2020-04-02,1319,4,284.0
,india,21.0,78.0,2020-04-02,2543,72,191.0
,indonesia,-0.7893,113.9213,2020-04-02,1790,170,112.0
,iran,32.0,53.0,2020-04-02,50468,3160,16711.0
,iraq,33.0,44.0,2020-04-02,772,54,202.0
,ireland,53.1424,-7.6921,2020-04-02,3849,98,5.0
,israel,31.0,35.0,2020-04-02,6857,36,338.0
,italy,43.0,12.0,2020-04-02,115242,13915,18278.0
,jamaica,18.1096,-77.2975,2020-04-02,47,3,2.0
,japan,36.0,138.0,2020-04-02,2495,62,472.0
,jordan,31.24,36.51,2020-04-02,299,5,45.0
,kazakhstan,48.0196,66.9237,2020-04-02,435,3,27.0
,kenya,-0.0236,37.9062,2020-04-02,110,3,4.0
,korea-south,36.0,128.0,2020-04-02,9976,169,5828.0
,kuwait,29.5,47.75,2020-04-02,342,0,81.0
,kyrgyzstan,41.2044,74.7661,2020-04-02,116,0,5.0
,latvia,56.8796,24.6032,2020-04-02,458,0,31.0
,lebanon,33.8547,35.8623,2020-04-02,494,16,46.0
,liberia,6.4281,-9.4295,2020-04-02,6,0,0.0
,liechtenstein,47.14,9.55,2020-04-02,75,0,0.0
,lithuania,55.1694,23.8813,2020-04-02,649,9,7.0
,luxembourg,49.8153,6.1296,2020-04-02,2487,30,80.0
,madagascar,-18.7669,46.8691,2020-04-02,59,0,0.0
,malaysia,2.5,112.5,2020-04-02,3116,50,767.0
,maldives,3.2028,73.2207,2020-04-02,19,0,13.0
,malta,35.9375,14.3754,2020-04-02,196,0,2.0
,mauritania,21.0079,10.9408,2020-04-02,6,1,2.0
,mauritius,-20.2,57.5,2020-04-02,169,7,0.0
,mexico,23.6345,-102.5528,2020-04-02,1378,37,35.0
,moldova,47.4116,28.3699,2020-04-02,505,6,23.0
,monaco,43.7333,7.4167,2020-04-02,60,1,2.0
,mongolia,46.8625,103.8467,2020-04-02,14,0,2.0
,montenegro,42.5,19.3,2020-04-02,144,2,0.0
,morocco,31.7917,-7.0926,2020-04-02,708,44,31.0
,namibia,-22.9576,18.4904,2020-04-02,14,0,3.0
,nepal,28.1667,84.25,2020-04-02,6,0,1.0
aruba,netherlands,12.5186,-70.0358,2020-04-02,60,0,1.0
curacao,netherlands,12.1696,-68.99,2020-04-02,11,1,3.0
sint-maarten,netherlands,18.0425,-63.0548,2020-04-02,18,1,6.0
,netherlands,52.1326,5.2913,2020-04-02,14697,1339,250.0
,new-zealand,-40.9006,174.886,2020-04-02,797,1,92.0
,nicaragua,12.8654,-85.2072,2020-04-02,5,1,0.0
,niger,17.6078,8.0817,2020-04-02,98,5,0.0
,nigeria,9.082,8.6753,2020-04-02,184,2,20.0
,north-macedonia,41.6086,21.7453,2020-04-02,384,11,17.0
,norway,60.472,8.4689,2020-04-02,5147,50,32.0
,oman,21.0,57.0,2020-04-02,231,1,57.0
,pakistan,30.3753,69.3451,2020-04-02,2421,34,125.0
