state,country,lat,long,date,confirmed,deaths,recovered
Alberta,canada,53.9333,-116.5765,2020-01-22,0,0,0.0
British Columbia,canada,49.2827,-123.1207,2020-01-22,0,0,0.0
Grand Princess,canada,37.6489,-122.6655,2020-01-22,0,0,0.0
Manitoba,canada,53.7609,-98.8139,2020-01-22,0,0,0.0
New Brunswick,canada,46.5653,-66.4619,2020-01-22,0,0,0.0
Newfoundland and Labrador,canada,53.1355,-57.6604,2020-01-22,0,0,0.0
Nova Scotia,canada,44.681999999999995,-63.7443,2020-01-22,0,0,0.0
Ontario,canada,51.2538,-85.3232,2020-01-22,0,0,0.0
Prince Edward Island,canada,46.5107,-63.4168,2020-01-22,0,0,0.0
Quebec,canada,52.9399,-73.5491,2020-01-22,0,0,0.0
Saskatchewan,canada,52.9399,-106.4509,2020-01-22,0,0,0.0
Diamond Princess,canada,0.0,0.0,2020-01-22,0,0,0.0
Recovered,canada,0.0,0.0,2020-01-22,0,0,0.0
Northwest Territories,canada,64.8255,-124.8457,2020-01-22,0,0,0.0
Yukon,canada,64.2823,-135.0,2020-01-22,0,0,0.0
Alberta,canada,53.9333,-116.5765,2020-01-23,0,0,0.0
British Columbia,canada,49.2827,-123.1207,2020-01-23,0,0,0.0
Grand Princess,canada,37.6489,-122.6655,2020-01-23,0,0,0.0
Manitoba,canada,53.7609,-98.8139,2020-01-23,0,0,0.0
New Brunswick,canada,46.5653,-66.4619,2020-01-23,0,0,0.0
Newfoundland and Labrador,canada,53.1355,-57.6604,2020-01-23,0,0,0.0
Nova Scotia,canada,44.681999999999995,-63.7443,2020-01-23,0,0,0.0
Ontario,canada,51.2538,-85.3232,2020-01-23,0,0,0.0
Prince Edward Island,canada,46.5107,-63.4168,2020-01-23,0,0,0.0
Quebec,canada,52.9399,-73.5491,2020-01-23,0,0,0.0
Saskatchewan,canada,52.9399,-106.4509,2020-01-23,0,0,0.0
Diamond Princess,canada,0.0,0.0,2020-01-23,0,0,0.0
Recovered,canada,0.0,0.0,2020-01-23,0,0,0.0
Northwest Territories,canada,64.8255,-124.8457,2020-01-23,0,0,0.0
Yukon,canada,64.2823,-135.0,2020-01-23,0,0,0.0
Alberta,canada,53.9333,-116.5765,2020-01-24,0,0,0.0
British Columbia,canada,49.2827,-123.1207,2020-01-24,0,0,0.0
Grand Princess,canada,37.6489,-122.6655,2020-01-24,0,0,0.0
Manitoba,canada,53.7609,-98.8139,2020-01-24,0,0,0.0
New Brunswick,canada,46.5653,-66.4619,2020-01-24,0,0,0.0
Newfoundland and Labrador,canada,53.1355,-57.6604,2020-01-24,0,0,0.0
Nova Scotia,canada,44.681999999999995,-63.7443,2020-01-24,0,0,0.0
Ontario,canada,51.2538,-85.3232,2020-01-24,0,0,0.0
Prince Edward Island,canada,46.5107,-63.4168,2020-01-24,0,0,0.0
Quebec,canada,52.9399,-73.5491,2020-01-24,0,0,0.0
Saskatchewan,canada,52.9399,-106.4509,2020-01-24,0,0,0.0
Diamond Princess,canada,0.0,0.0,2020-01-24,0,0,0.0
Recovered,canada,0.0,0.0,2020-01-24,0,0,0.0
Northwest Territories,canada,64.8255,-124.8457,2020-01-24,0,0,0.0
Yukon,canada,64.2823,-135.0,2020-01-24,0,0,0.0
Alberta,canada,53.9333,-116.5765,2020-01-25,0,0,0.0
British Columbia,canada,49.2827,-123.1207,2020-01-25,0,0,0.0
Grand Princess,canada,37.6489,-122.6655,2020-01-25,0,0,0.0
Manitoba,canada,53.7609,-98.8139,2020-01-25,0,0,0.0
New Brunswick,canada,46.5653,-66.4619,2020-01-25,0,0,0.0
Newfoundland and Labrador,canada,53.1355,-57.6604,2020-01-25,0,0,0.0
Nova Scotia,canada,44.681999999999995,-63.7443,2020-01-25,0,0,0.0
Ontario,canada,51.2538,-85.3232,2020-01-25,0,0,0.0
Prince Edward Island,canada,46.5107,-63.4168,2020-01-25,0,0,0.0
Quebec,canada,52.9399,-73.5491,2020-01-25,0,0,0.0
Saskatchewan,canada,52.9399,-106.4509,2020-01-25,0,0,0.0
Diamond Princess,canada,0.0,0.0,2020-01-25,0,0,0.0
Recovered,canada,0.0,0.0,2020-01-25,0,0,0.0
Northwest Territories,canada,64.8255,-124.8457,2020-01-25,0,0,0.0
Yukon,canada,64.2823,-135.0,2020-01-25,0,0,0.0
Alberta,canada,53.9333,-116.5765,2020-01-26,0,0,0.0
British Columbia,canada,49.2827,-123.1207,2020-01-26,0,0,0.0
Grand Princess,canada,37.6489,-122.6655,2020-01-26,0,0,0.0
Manitoba,canada,53.7609,-98.8139,2020-01-26,0,0,0.0
New Brunswick,canada,46.5653,-66.4619,2020-01-26,0,0,0.0
Newfoundland and Labrador,canada,53.1355,-57.6604,2020-01-26,0,0,0.0
Nova Scotia,canada,44.681999999999995,-63.7443,2020-01-26,0,0,0.0
Ontario,canada,51.2538,-85.3232,2020-01-26,1,0,0.0
Prince Edward Island,canada,46.5107,-63.4168,2020-01-26,0,0,0.0
Quebec,canada,52.9399,-73.5491,2020-01-26,0,0,0.0
Saskatchewan,canada,52.9399,-106.4509,2020-01-26,0,0,0.0
Diamond Princess,canada,0.0,0.0,2020-01-26,0,0,0.0
Recovered,canada,0.0,0.0,2020-01-26,0,0,0.0
Northwest Territories,canada,64.8255,-124.8457,2020-01-26,0,0,0.0
Yukon,canada,64.2823,-135.0,2020-01-26,0,0,0.0
Alberta,canada,53.9333,-116.5765,2020-01-27,0,0,0.0
British Columbia,canada,49.2827,-123.1207,2020-01-27,0,0,0.0
Grand Princess,canada,37.6489,-122.6655,2020-01-27,0,0,0.0
Manitoba,canada,53.7609,-98.8139,2020-01-27,0,0,0.0
New Brunswick,canada,46.5653,-66.4619,2020-01-27,0,0,0.0
Newfoundland and Labrador,canada,53.1355,-57.6604,2020-01-27,0,0,0.0
Nova Scotia,canada,44.681999999999995,-63.7443,2020-01-27,0,0,0.0
Ontario,canada,51.2538,-85.3232,2020-01-27,1,0,0.0
Prince Edward Island,canada,46.5107,-63.4168,2020-01-27,0,0,0.0
Quebec,canada,52.9399,-73.5491,2020-01-27,0,0,0.0
Saskatchewan,canada,52.9399,-106.4509,2020-01-27,0,0,0.0
Diamond Princess,canada,0.0,0.0,2020-01-27,0,0,0.0
Recovered,canada,0.0,0.0,2020-01-27,0,0,0.0
Northwest Territories,canada,64.8255,-124.8457,2020-01-27,0,0,0.0
Yukon,canada,64.2823,-135.0,2020-01-27,0,0,0.0
Alberta,canada,53.9333,-116.5765,2020-01-28,0,0,0.0
British Columbia,canada,49.2827,-123.1207,2020-01-28,1,0,0.0
Grand Princess,canada,37.6489,-122.6655,2020-01-28,0,0,0.0
