state,country,lat,long,date,confirmed,deaths,recovered
,diamond-princess,0.0,0.0,2020-01-22,0,0,0.0
,diamond-princess,0.0,0.0,2020-01-23,0,0,0.0
,diamond-princess,0.0,0.0,2020-01-24,0,0,0.0
,diamond-princess,0.0,0.0,2020-01-25,0,0,0.0
,diamond-princess,0.0,0.0,2020-01-26,0,0,0.0
,diamond-princess,0.0,0.0,2020-01-27,0,0,0.0
,diamond-princess,0.0,0.0,2020-01-28,0,0,0.0
,diamond-princess,0.0,0.0,2020-01-29,0,0,0.0
,diamond-princess,0.0,0.0,2020-01-30,0,0,0.0
,diamond-princess,0.0,0.0,2020-01-31,0,0,0.0
,diamond-princess,0.0,0.0,2020-02-01,0,0,0.0
,diamond-princess,0.0,0.0,2020-02-02,0,0,0.0
,diamond-princess,0.0,0.0,2020-02-03,0,0,0.0
,diamond-princess,0.0,0.0,2020-02-04,0,0,0.0
,diamond-princess,0.0,0.0,2020-02-05,0,0,0.0
,diamond-princess,0.0,0.0,2020-02-06,0,0,0.0
,diamond-princess,0.0,0.0,2020-02-07,61,0,0.0
,diamond-princess,0.0,0.0,2020-02-08,61,0,0.0
,diamond-princess,0.0,0.0,2020-02-09,64,0,0.0
,diamond-princess,0.0,0.0,2020-02-10,135,0,0.0
,diamond-princess,0.0,0.0,2020-02-11,135,0,0.0
,diamond-princess,0.0,0.0,2020-02-12,175,0,0.0
,diamond-princess,0.0,0.0,2020-02-13,175,0,0.0
,diamond-princess,0.0,0.0,2020-02-14,218,0,0.0
,diamond-princess,0.0,0.0,2020-02-15,285,0,0.0
,diamond-princess,0.0,0.0,2020-02-16,355,0,0.0
,diamond-princess,0.0,0.0,2020-02-17,454,0,0.0
,diamond-princess,0.0,0.0,2020-02-18,542,0,0.0
,diamond-princess,0.0,0.0,2020-02-19,621,0,1.0
,diamond-princess,0.0,0.0,2020-02-20,634,2,1.0
,diamond-princess,0.0,0.0,2020-02-21,634,2,1.0
,diamond-princess,0.0,0.0,2020-02-22,634,2,1.0
,diamond-princess,0.0,0.0,2020-02-23,691,3,0.0
,diamond-princess,0.0,0.0,2020-02-24,691,3,0.0
,diamond-princess,0.0,0.0,2020-02-25,691,3,0.0
,diamond-princess,0.0,0.0,2020-02-26,705,4,10.0
,diamond-princess,0.0,0.0,2020-02-27,705,4,10.0
,diamond-princess,0.0,0.0,2020-02-28,705,6,10.0
,diamond-princess,0.0,0.0,2020-02-29,705,6,10.0
,diamond-princess,0.0,0.0,2020-03-01,705,6,10.0
,diamond-princess,0.0,0.0,2020-03-02,705,6,10.0
,diamond-princess,0.0,0.0,2020-03-03,706,6,10.0
,diamond-princess,0.0,0.0,2020-03-04,706,6,10.0
,diamond-princess,0.0,0.0,2020-03-05,706,6,10.0
,diamond-princess,0.0,0.0,2020-03-06,706,6,40.0
,diamond-princess,0.0,0.0,2020-03-07,706,6,40.0
,diamond-princess,0.0,0.0,2020-03-08,706,6,40.0
,diamond-princess,0.0,0.0,2020-03-09,706,6,40.0
,diamond-princess,0.0,0.0,2020-03-10,706,6,40.0
,diamond-princess,0.0,0.0,2020-03-11,706,7,325.0
,diamond-princess,0.0,0.0,2020-03-12,706,7,325.0
,diamond-princess,0.0,0.0,2020-03-13,706,7,325.0
,diamond-princess,0.0,0.0,2020-03-14,706,7,325.0
,diamond-princess,0.0,0.0,2020-03-15,706,7,325.0
,diamond-princess,0.0,0.0,2020-03-16,706,7,325.0
,diamond-princess,0.0,0.0,2020-03-17,706,7,325.0
,diamond-princess,0.0,0.0,2020-03-18,712,7,325.0
,diamond-princess,0.0,0.0,2020-03-19,712,7,325.0
,diamond-princess,0.0,0.0,2020-03-20,712,7,325.0
,diamond-princess,0.0,0.0,2020-03-21,712,8,325.0
,diamond-princess,0.0,0.0,2020-03-22,712,8,325.0
,diamond-princess,0.0,0.0,2020-03-23,712,8,325.0
,diamond-princess,0.0,0.0,2020-03-24,712,10,325.0
,diamond-princess,0.0,0.0,2020-03-25,712,10,587.0
,diamond-princess,0.0,0.0,2020-03-26,712,10,597.0
,diamond-princess,0.0,0.0,2020-03-27,712,10,597.0
