state,country,lat,long,date,confirmed,deaths,recovered
French Guiana,france,3.9339,-53.1258,2020-01-22,0,0,0.0
French Polynesia,france,-17.6797,149.4068,2020-01-22,0,0,0.0
Guadeloupe,france,16.25,-61.5833,2020-01-22,0,0,0.0
Mayotte,france,-12.8275,45.1662,2020-01-22,0,0,0.0
New Caledonia,france,-20.9043,165.618,2020-01-22,0,0,0.0
Reunion,france,-21.1351,55.2471,2020-01-22,0,0,0.0
Saint Barthelemy,france,17.9,-62.8333,2020-01-22,0,0,0.0
St Martin,france,18.0708,-63.0501,2020-01-22,0,0,0.0
Martinique,france,14.6415,-61.0242,2020-01-22,0,0,0.0
,france,46.2276,2.2137,2020-01-22,0,0,0.0
French Guiana,france,3.9339,-53.1258,2020-01-23,0,0,0.0
French Polynesia,france,-17.6797,149.4068,2020-01-23,0,0,0.0
Guadeloupe,france,16.25,-61.5833,2020-01-23,0,0,0.0
Mayotte,france,-12.8275,45.1662,2020-01-23,0,0,0.0
New Caledonia,france,-20.9043,165.618,2020-01-23,0,0,0.0
Reunion,france,-21.1351,55.2471,2020-01-23,0,0,0.0
Saint Barthelemy,france,17.9,-62.8333,2020-01-23,0,0,0.0
St Martin,france,18.0708,-63.0501,2020-01-23,0,0,0.0
Martinique,france,14.6415,-61.0242,2020-01-23,0,0,0.0
,france,46.2276,2.2137,2020-01-23,0,0,0.0
French Guiana,france,3.9339,-53.1258,2020-01-24,0,0,0.0
French Polynesia,france,-17.6797,149.4068,2020-01-24,0,0,0.0
Guadeloupe,france,16.25,-61.5833,2020-01-24,0,0,0.0
Mayotte,france,-12.8275,45.1662,2020-01-24,0,0,0.0
New Caledonia,france,-20.9043,165.618,2020-01-24,0,0,0.0
Reunion,france,-21.1351,55.2471,2020-01-24,0,0,0.0
Saint Barthelemy,france,17.9,-62.8333,2020-01-24,0,0,0.0
St Martin,france,18.0708,-63.0501,2020-01-24,0,0,0.0
Martinique,france,14.6415,-61.0242,2020-01-24,0,0,0.0
,france,46.2276,2.2137,2020-01-24,2,0,0.0
French Guiana,france,3.9339,-53.1258,2020-01-25,0,0,0.0
